"slues,0.0000000140203"
"sorry,0.0000222503"
"sorta,0.000000115567"
"sorts,0.0000127923"
"sorus,0.0000000577132"
"soths,0.000000000219566"
"sotol,0.0000000144547"
"sotto,0.000000177545"
"souce,0.0000000105914"
"souct,0.000000000115175"
"sough,0.0000000593453"
"souks,0.0000000246709"
"souls,0.0000131791"
"souly,0.000000000641358"
"soums,0.00000000340694"
"sound,0.0000831749"
"soups,0.000000858489"
"soupy,0.0000000583317"
"sours,0.0000000800076"
"souse,0.0000000505695"
"south,0.0000712334"
"souts,0.00000000134155"
"sowar,0.000000010804"
"sowce,0.000000000545621"
"sowed,0.000000737692"
"sower,0.000000221107"
"sowff,0.000000000119249"
"sowfs,Missing[NotAvailable]"
"sowle,0.0000000256197"
"sowls,0.00000000454611"
"sowms,0.000000000397605"
"sownd,0.00000000618195"
"sowne,0.0000000139987"
"sowps,0.000000000182356"
"sowse,0.00000000113232"
"sowth,0.00000000517628"
"soxes,0.000000000919657"
"soyas,0.00000000111915"
"soyle,0.0000000334286"
"soyuz,0.00000000322409"
"sozin,0.000000000297694"
"space,0.000118842"
"spack,0.00000000221017"
"spacy,0.00000000610646"
"spade,0.00000141575"
"spado,0.00000000359377"
"spads,0.00000000236065"
"spaed,0.00000000509908"
"spaer,0.000000000328872"
"spaes,0.000000000461663"
"spags,0.000000000387345"
"spahi,0.0000000053578"
"spail,0.000000000521985"
"spain,0.0000000446827"
"spait,0.000000000936316"
"spake,0.00000235093"
"spald,0.000000000582229"
"spale,0.00000000191483"
"spall,0.000000103692"
"spalt,0.00000000202969"
"spams,0.00000000653107"
"spane,0.00000000117931"
"spang,0.000000012189"
"spank,0.000000163127"
"spans,0.00000264117"
"spard,0.00000000205295"
"spare,0.0000112211"
"spark,0.00000573239"
"spars,0.000000565637"
"spart,0.00000000712437"
"spasm,0.00000179249"
"spate,0.000000481991"
"spats,0.000000100928"
"spaul,0.000000000821934"
"spawl,0.00000000255498"
"spawn,0.00000121361"
"spaws,0.000000000651881"
"spayd,0.000000000199842"
"spays,0.0000000022594"
"spaza,0.00000000727679"
"spazz,0.00000000185276"
"speak,0.0000689225"
"speal,0.00000000843373"
"spean,0.00000000158325"
"spear,0.00000361147"
"speat,0.00000000340906"
"speck,0.000000853039"
"specs,0.000000489863"
"spect,0.00000034239"
"speed,0.0000629323"
"speel,0.0000000148163"
"speer,0.0000000114864"
"speil,0.00000000192662"
"speir,0.0000000130547"
"speks,0.000000000597614"
"speld,0.00000000216666"
"spelk,0.000000000779957"
"spell,0.00000757079"
"spelt,0.000000933653"
"spend,0.0000276229"
"spent,0.0000557741"
"speos,0.00000000204759"
"sperm,0.00000405769"
"spesh,0.00000000108834"
"spets,0.00000000261958"
"speug,0.000000000138821"
"spews,0.0000000436129"
"spewy,0.0000000010368"
"spial,0.000000000960756"
"spica,0.0000000744136"
"spice,0.00000147338"
"spick,0.0000000848446"
"spics,0.00000000587194"
"spicy,0.000000991938"
"spide,0.00000000912771"
"spied,0.00000082121"
"spiel,0.000000109383"
"spier,0.0000000050178"
"spies,0.00000211139"
"spiff,0.00000000731711"
"spifs,0.000000000168489"
"spike,0.00000264427"
"spiks,0.000000000967368"
"spiky,0.000000253615"
"spile,0.000000039756"
"spill,0.00000312041"
"spilt,0.000000469046"
"spims,0.000000000159059"
"spina,0.000000343122"
"spine,0.00000831025"
"spink,0.00000000701397"
"spins,0.00000150565"
"spiny,0.000000685766"
"spire,0.00000142364"
"spirt,0.0000000256392"
"spiry,0.0000000185301"
"spite,0.0000273437"
"spits,0.000000435784"
"spitz,0.0000000138819"
"spivs,0.0000000121886"
"splat,0.000000103154"
"splay,0.000000161356"
"split,0.0000176491"
"splog,0.00000000114571"
"spode,0.00000000129576"
"spods,0.00000000031749"
"spoil,0.00000366235"
"spoke,0.0000408153"
"spoof,0.000000150859"
"spook,0.000000165114"
"spool,0.000000937251"
"spoom,0.000000000796132"
"spoon,0.00000323442"
"spoor,0.000000123466"
"spoot,0.000000000710646"
"spore,0.00000171717"
"spork,0.00000000569333"
"sport,0.0000118003"
"sposa,0.0000000140459"
"sposh,0.000000000343525"
"sposo,0.0000000101356"
"spots,0.0000141327"
"spout,0.00000110799"
"sprad,0.00000000312645"
"sprag,0.000000027255"
"sprat,0.0000000769896"
"spray,0.0000100242"
"spred,0.0000000393222"
"spree,0.000000443301"
"sprew,0.000000000835262"
"sprig,0.000000364058"
"sprit,0.0000000558799"
"sprod,0.00000000136082"
"sprog,0.00000000827838"
"sprue,0.000000257805"
"sprug,0.000000000445944"
"spuds,0.0000000971282"
"spued,0.0000000046104"
"spuer,0.000000000104908"
"spues,0.00000000190194"
"spugs,0.000000000170404"
"spule,0.000000000960043"
"spume,0.0000000643905"
"spumy,0.00000000309988"
"spunk,0.000000141755"
"spurn,0.000000291015"
"spurs,0.00000211578"
"spurt,0.000000678367"
"sputa,0.000000117677"
"spyal,0.000000000255439"
"spyre,0.000000000967684"
"squab,0.0000000888339"
"squad,0.00000275856"
"squat,0.00000100173"
"squaw,0.000000350736"
"squee,0.0000000039903"
"squeg,0.000000000286992"
"squib,0.000000120293"
"squid,0.000000784804"
"squit,0.00000000257965"
"squiz,0.00000000177092"
"srsly,0.00000000109779"
"stabs,0.000000293245"
"stack,0.00000670349"
"stade,0.0000000358391"
"staff,0.0000832456"
"stage,0.0000894978"
"stags,0.000000274454"
"stagy,0.0000000234604"
"staid,0.000000973807"
"staig,0.0000000013003"
"stain,0.00000498875"
"stair,0.00000163947"
"stake,0.00000851862"
"stale,0.00000206368"
"stalk,0.00000308405"
"stall,0.00000329459"
"stamp,0.00000965703"
"stand,0.0000754197"
"stane,0.0000000647609"
"stang,0.0000000156562"
"stank,0.000000215829"
"stans,0.0000000331297"
"staph,0.0000000518855"
"staps,0.00000000167066"
"stare,0.0000048491"
"stark,0.00000240515"
"starn,0.00000000820632"
"starr,0.0000000728829"
"stars,0.0000227562"
"start,0.0000690366"
"stary,0.00000000633742"
"stash,0.000000302356"
"state,0.000407045"
"stats,0.000000339787"
"statu,0.000000289124"
"staun,0.00000000216812"
"stave,0.000000812512"
"staws,0.000000000309414"
"stays,0.00000443707"
"stead,0.00000257074"
"steak,0.00000177088"
"steal,0.0000051975"
"steam,0.0000367394"
"stean,0.00000000795159"
"stear,0.00000000664571"
"stedd,0.000000000700022"
"stede,0.0000000409665"
"steds,0.0000000013847"
"steed,0.00000104374"
"steek,0.0000000228493"
"steel,0.0000635594"
"steem,0.00000000685851"
"steen,0.0000000170463"
"steep,0.0000102728"
"steer,0.00000296786"
"steez,0.000000000686321"
"steik,0.00000000151355"
"steil,0.00000000282584"
"stein,0.000000161527"
"stela,0.000000160986"
"stele,0.000000406053"
"stell,0.0000000162774"
"steme,0.00000000356996"
"stems,0.00000972416"
"stend,0.00000000700684"
"steno,0.0000000687928"
"stens,0.00000000618936"
"stent,0.000000661072"
"steps,0.0000556257"
"stept,0.0000000951939"
"stere,0.0000000208677"
"stern,0.00000680879"
"stets,0.0000000204991"
"stews,0.000000292875"
"stewy,0.00000000156068"
"steys,0.000000000343793"
"stich,0.0000000398141"
"stick,0.0000153295"
"stied,0.00000000248809"
"sties,0.0000000734999"
"stiff,0.00000781204"
"stilb,0.00000000325879"
"stile,0.000000557292"
"still,0.000328205"
"stilt,0.000000127577"
"stime,0.00000000680197"
"stims,0.00000000304782"
"stimy,0.000000000775719"
"sting,0.00000232332"
"stink,0.000000754561"
"stint,0.00000083499"
"stipa,0.00000000644194"
"stipe,0.000000284553"
"stire,0.00000000410082"
"stirk,0.00000000647233"
"stirp,0.00000000559102"
"stirs,0.00000083027"
"stive,0.0000000109203"
"stivy,0.000000000286126"
"stoae,0.00000000120624"
"stoai,0.00000000108144"
"stoas,0.0000000113301"
"stoat,0.0000000658292"
"stobs,0.00000000534973"
"stock,0.000112627"
"stoep,0.0000000403498"
"stogs,0.000000000796004"
"stogy,0.00000000639663"
"stoic,0.000000435604"
"stoit,0.00000000176899"
"stoke,0.000000158665"
"stole,0.00000389196"
"stoln,0.00000000610295"
"stoma,0.000000318937"
"stomp,0.000000203201"
"stond,0.0000000252944"
"stone,0.0000496127"
"stong,0.0000000266012"
"stonk,0.00000000246571"
"stonn,0.0000000118941"
"stony,0.00000217697"
"stood,0.0000653874"
"stook,0.0000000614323"
"stool,0.00000373992"
"stoop,0.00000122783"
"stoor,0.00000000433428"
"stope,0.000000376909"
"stops,0.00000938224"
"stopt,0.000000174251"
"store,0.0000389175"
"stork,0.000000334185"
"storm,0.0000191639"
"story,0.0000976582"
"stoss,0.0000000151136"
"stots,0.0000000055087"
"stott,0.00000000369434"
"stoun,0.00000000285871"
"stoup,0.0000000485832"
"stour,0.0000000138414"
"stout,0.00000522367"
"stove,0.00000548975"
"stown,0.0000000154198"
"stowp,0.00000000101767"
"stows,0.0000000296078"
"strad,0.00000000376769"
"strae,0.00000000643681"
"strag,0.00000000510507"
"strak,0.00000000519699"
"strap,0.00000270248"
"straw,0.00000901173"
"stray,0.00000297588"
"strep,0.000000104673"
"strew,0.000000244429"
"stria,0.000000295783"
"strig,0.00000000332268"
"strim,0.00000000453744"
"strip,0.0000145102"
"strop,0.000000074185"
"strow,0.000000015675"
"stroy,0.0000000358951"
"strum,0.0000000902767"
"strut,0.000000928977"
"stubs,0.00000051336"
"stuck,0.0000100433"
"stucs,0.000000000321708"
"stude,0.0000000351264"
"studs,0.0000013716"
"study,0.000240195"
"stuff,0.0000153064"
"stull,0.0000000144858"
"stulm,0.000000000327873"
"stumm,0.00000000535054"
"stump,0.00000249863"
"stums,0.00000000114783"
"stung,0.00000134034"
"stunk,0.0000000635714"
"stuns,0.0000000569418"
"stunt,0.000000816811"
"stupa,0.000000239774"
"stupe,0.0000000129293"
"sture,0.0000000159115"
"sturt,0.00000000481984"
"stush,0.000000000380243"
"styed,0.00000000151597"
"styes,0.0000000324843"
"style,0.0000560627"
"styli,0.0000000666747"
"stylo,0.000000125111"
"styme,0.000000000666113"
"stymy,0.00000000106054"
"styre,0.00000000267042"
"styte,0.00000000226051"
"suave,0.000000346595"
"subah,0.0000000102318"
"subak,0.0000000115967"
"subas,0.00000000757087"
"subby,0.00000000207928"
"suber,0.0000000192193"
"subha,0.00000000436619"
"succi,0.00000000617378"
"sucks,0.000000615503"
"sucky,0.0000000121368"
"sucre,0.0000000453444"
"sudan,0.0000000667013"
"sudds,0.00000000220823"
"sudor,0.0000000103786"
"sudsy,0.0000000330309"
"suede,0.000000269996"
"suent,0.0000000012744"
"suers,0.00000000514401"
"suete,0.00000000548911"
"suets,0.00000000147689"
"suety,0.00000000348464"
"sugan,0.00000000257896"
"sugar,0.0000388837"
"sughs,0.000000000395003"
"sugos,0.000000000120351"
"suhur,0.00000000097452"
"suids,0.00000000572705"
"suing,0.00000140516"
"suint,0.0000000149323"
"suite,0.00000489705"
"suits,0.000011036"
"sujee,0.000000000279034"
"sukhs,0.000000000176273"
"sukis,0.000000000342884"
"sukuk,0.0000000523989"
"sulci,0.000000241385"
"sulfa,0.000000165662"
"sulfo,0.0000000503034"
"sulks,0.0000000702218"
"sulky,0.000000460405"
"sulls,0.000000000681315"
"sully,0.000000163235"
"sulph,0.000000103665"
"sulus,0.00000000189348"
"sumac,0.00000021799"
"sumis,0.00000000158641"
"summa,0.000000413574"
"sumos,0.00000000119027"
"sumph,0.00000000339098"
"sumps,0.000000118991"
"sunis,0.00000000203928"
"sunks,0.000000000383872"
"sunna,0.0000000558416"
"sunns,0.00000000178361"
"sunny,0.00000388234"
"sunts,0.000000000536399"
"sunup,0.0000000834767"
"suona,0.00000000646122"
"suped,0.00000000343684"
"super,0.00000731336"
"supes,0.00000000542265"
"supra,0.0000226231"
"surah,0.0000000424618"
"sural,0.0000000804964"
"suras,0.0000000431041"
"surat,0.000000021854"
"surds,0.0000000294142"
"sured,0.000000153301"
"surer,0.000000647948"
"sures,0.000000206448"
"surfs,0.000000023477"
"surfy,0.00000000316904"
"surge,0.00000385439"
"surgy,0.00000000242547"
"surly,0.000000550614"
"surra,0.0000000511814"
"sused,0.00000000327772"
"suses,0.00000000451266"
"sushi,0.000000299487"
"susus,0.000000000872208"
"sutor,0.0000000158942"
"sutra,0.000000298987"
"sutta,0.0000000512463"
"swabs,0.000000341472"
"swack,0.00000000148042"
"swads,0.000000000638266"
"swage,0.0000000528408"
"swags,0.000000076179"
"swail,0.00000000110475"
"swain,0.000000247285"
"swale,0.000000107214"
"swaly,0.000000000511315"
"swami,0.0000000482984"
"swamp,0.00000373219"
"swamy,0.00000000653324"
"swang,0.0000000109776"
"swank,0.0000000788804"
"swans,0.000000710497"
"swaps,0.000000628987"
"swapt,0.000000000886592"
"sward,0.000000430888"
"sware,0.00000013319"
"swarf,0.0000000525878"
"swarm,0.00000204102"
"swart,0.0000000780353"
"swash,0.000000118639"
"swath,0.000000463738"
"swats,0.0000000329807"
"swayl,0.000000000196956"
"sways,0.000000264549"
"sweal,0.00000000135965"
"swear,0.00000612169"
"sweat,0.00000633348"
"swede,0.0000000480242"
"sweed,0.000000000669281"
"sweel,0.0000000024939"
"sweep,0.00000630797"
"sweer,0.0000000069993"
"swees,0.000000000522559"
"sweet,0.000028063"
"sweir,0.00000000388895"
"swell,0.00000444974"
"swelt,0.00000000331874"
"swept,0.000010153"
"swerf,0.000000000262241"
"sweys,0.000000000178161"
"swies,0.00000000015551"
"swift,0.00000553447"
"swigs,0.0000000281618"
"swile,0.000000000894803"
"swill,0.000000158057"
"swims,0.000000507974"
"swine,0.00000368365"
"swing,0.00000788617"
"swink,0.00000000489018"
"swipe,0.000000345983"
"swire,0.00000000215258"
"swirl,0.000000906154"
"swish,0.000000297511"
"swiss,0.0000000674142"
"swith,0.0000000101507"
"swits,0.000000000592961"
"swive,0.00000000588004"
"swizz,0.00000000108339"
"swobs,0.000000000245104"
"swole,0.00000000563822"
"swoll,0.00000000279692"
"swoln,0.0000000503126"
"swoon,0.000000398217"
"swoop,0.000000496598"
"swops,0.00000000278342"
"swopt,0.000000000871014"
"sword,0.0000156866"
"swore,0.00000337477"
"sworn,0.00000871206"
"swots,0.0000000036399"
"swoun,0.00000000129452"
"swung,0.00000577466"
"sybbe,0.000000000620372"
"sybil,0.0000000213742"
"syboe,0.000000000162381"
"sybow,0.000000000225143"
"sycee,0.0000000202499"
"syces,0.0000000101413"
"sycon,0.00000000115368"
"syeds,0.000000000537759"
"syens,0.000000000240677"
"syker,0.00000000111267"
"sykes,0.0000000051595"
"sylis,0.00000000190505"
"sylph,0.0000000601476"
"sylva,0.0000000117873"
"symar,0.000000000657619"
"synch,0.000000108136"
"syncs,0.0000000159819"
"synds,0.000000000295243"
"syned,0.000000000726485"
"synes,0.0000000062818"
"synod,0.00000109639"
"synth,0.000000103514"
"syped,Missing[NotAvailable]"
"sypes,0.00000000036364"
"syphs,0.000000000119496"
"syrah,0.0000000138046"
"syren,0.000000051611"
"syrup,0.00000334659"
"sysop,0.000000012188"
"sythe,0.00000000934527"
"syver,0.000000000528491"
"taals,0.000000000730492"
"taata,0.00000000299785"
"tabac,0.0000000298595"
"tabby,0.000000160583"
"taber,0.0000000101058"
"tabes,0.000000285452"
"tabid,0.00000000869411"
"tabis,0.00000000149666"
"tabla,0.0000000651193"
"table,0.000119884"
"tabls,0.00000000560999"
"taboo,0.00000131779"
"tabor,0.0000000794177"
"tabos,0.000000000241118"
"tabun,0.0000000182512"
"tabus,0.0000000378559"
"tacan,0.00000000440303"
"taces,0.00000000959896"
"tacet,0.00000000928954"
"tache,0.0000000397747"
"tachi,0.0000000172711"
"tacho,0.000000010176"
"tachs,0.00000000215217"
"tacit,0.00000192022"
"tacks,0.000000531133"
"tacky,0.000000293856"
"tacos,0.000000159879"
"tacts,0.0000000813415"
"tadah,0.00000000061404"
"taels,0.000000327149"
"taffy,0.0000000865746"
"tafia,0.0000000105213"
"taggy,0.000000000677469"
"tagma,0.00000000581864"
"tagua,0.0000000131146"
"tahas,0.000000000475755"
"tahrs,0.000000000998072"
"taiga,0.00000017483"
"taigs,0.000000000489128"
"taiko,0.0000000237921"
"tails,0.00000334114"
"tains,0.000000364499"
"taint,0.0000011817"
"taira,0.00000000272636"
"taish,0.000000000546221"
"taits,0.000000000899999"
"tajes,0.000000000315248"
"takas,0.00000000773741"
"taken,0.000271784"
"taker,0.00000086041"
"takes,0.000074494"
"takhi,0.00000000104222"
"takht,0.0000000063763"
"takin,0.000000321058"
"takis,0.00000000998427"
"takky,Missing[NotAvailable]"
"talak,0.0000000095499"
"talaq,0.0000000383352"
"talar,0.0000000699141"
"talas,0.0000000159382"
"talcs,0.0000000382602"
"talcy,0.00000000294116"
"talea,0.00000000654715"
"taler,0.0000000214145"
"tales,0.00000840796"
"talik,0.00000000464149"
"talks,0.0000121099"
"talky,0.0000000308595"
"talls,0.0000000132383"
"tally,0.00000144894"
"talma,0.00000000258371"
"talon,0.000000110862"
"talpa,0.00000000625654"
"taluk,0.000000282978"
"talus,0.000000552083"
"tamal,0.00000000606102"
"tamas,0.0000000527219"
"tamed,0.000000783356"
"tamer,0.000000172605"
"tames,0.0000000596168"
"tamin,0.00000000772387"
"tamis,0.00000000459203"
"tammy,0.0000000139699"
"tamps,0.0000000214366"
"tanas,0.00000000649106"
"tanga,0.0000000126441"
"tangi,0.0000000264833"
"tango,0.000000301938"
"tangs,0.0000000480912"
"tangy,0.000000165746"
"tanhs,0.00000000020156"
"tania,0.0000000095888"
"tanka,0.0000000596349"
"tanks,0.0000132402"
"tanky,0.00000000126634"
"tanna,0.0000000100868"
"tansu,0.00000000466888"
"tansy,0.0000000667307"
"tante,0.0000000443065"
"tanti,0.0000000454432"
"tanto,0.000000485782"
"tanty,0.000000000584249"
"tapas,0.000000180488"
"taped,0.00000128041"
"tapen,0.00000000193099"
"taper,0.00000189184"
"tapes,0.00000423947"
"tapet,0.00000000155775"
"tapir,0.000000115571"
"tapis,0.0000000492442"
"tappa,0.000000022574"
"tapus,0.00000000603166"
"taras,0.00000000421681"
"tardo,0.0000000121899"
"tards,0.00000000482148"
"tardy,0.000000798657"
"tared,0.000000145418"
"tares,0.000000400169"
"targa,0.00000000310166"
"targe,0.0000000786777"
"tarka,0.0000000124403"
"tarns,0.0000000641479"
"taroc,0.000000000680416"
"tarok,0.000000000934594"
"taros,0.0000000118595"
"tarot,0.000000128978"
"tarps,0.0000000633977"
"tarre,0.00000000796604"
"tarry,0.00000080386"
"tarse,0.00000000449439"
"tarsi,0.00000100762"
"tarte,0.000000020946"
"tarts,0.00000028288"
"tarty,0.0000000155474"
"tarzy,0.000000000125335"
"tasar,0.0000000226435"
"tasca,0.00000000522311"
"tased,0.00000000543342"
"taser,0.0000000249057"
"tases,0.0000000119294"
"tasks,0.0000232615"
"tassa,0.00000000999649"
"tasse,0.0000000223231"
"tasso,0.00000000809285"
"taste,0.0000281278"
"tasto,0.0000000122132"
"tasty,0.000000991338"
"tatar,0.00000000497607"
"tater,0.0000000256706"
"tates,0.000000354732"
"taths,0.000000000489459"
"tatie,0.00000000187597"
"tatou,0.00000000756989"
"tatts,0.00000000309197"
"tatty,0.0000000735703"
"tatus,0.0000000181183"
"taube,0.00000000175666"
"tauld,0.0000000194473"
"taunt,0.000000534406"
"tauon,0.00000000252107"
"taupe,0.0000000509614"
"tauts,0.000000000683256"
"tauty,0.000000000317935"
"tavah,0.000000000160712"
"tavas,0.000000000617766"
"taver,0.00000000283863"
"tawaf,0.00000000649583"
"tawai,0.00000000111912"
"tawas,0.00000000118943"
"tawed,0.0000000140745"
"tawer,0.00000000114337"
"tawie,0.000000000155423"
"tawny,0.000000873951"
"tawse,0.00000000949167"
"tawts,0.000000000148668"
"taxed,0.00000681482"
"taxer,0.000000016262"
"taxes,0.0000556968"
"taxis,0.000000807013"
"taxol,0.0000000995554"
"taxon,0.000000625157"
"taxor,0.00000000142292"
"taxus,0.000000018565"
"tayra,0.00000000286259"
"tazza,0.0000000170313"
"tazze,0.00000000379819"
"teach,0.0000244351"
"teade,0.00000000106947"
"teads,0.00000000283941"
"teaed,0.000000000683181"
"teaks,0.00000000330541"
"teals,0.000000024405"
"teams,0.0000128956"
"tears,0.0000223046"
"teary,0.0000001332"
"tease,0.00000115509"
"teats,0.000000323946"
"teaze,0.000000023926"
"techs,0.000000120092"
"techy,0.00000000723827"
"tecta,0.0000000356466"
"tecum,0.000000324494"
"teddy,0.000000385315"
"teels,0.00000000473011"
"teems,0.000000189535"
"teend,0.000000000650495"
"teene,0.00000000559676"
"teens,0.00000239084"
"teeny,0.00000010938"
"teers,0.0000000361957"
"teeth,0.0000298575"
"teets,0.00000000229273"
"teffs,0.000000000182003"
"teggs,0.000000000416482"
"tegua,0.000000000383076"
"tegus,0.00000000186216"
"tehee,0.00000000485515"
"tehrs,0.00000000029976"
"teiid,0.00000000370665"
"teils,0.00000000802193"
"teind,0.0000000382582"
"teins,0.0000000235908"
"tekke,0.0000000162878"
"telae,0.00000000148119"
"telco,0.00000006059"
"teles,0.0000000179077"
"telex,0.000000864938"
"telia,0.0000000268536"
"telic,0.0000000793656"
"tells,0.0000254623"
"telly,0.000000152214"
"teloi,0.00000000247228"
"telos,0.000000204978"
"temed,0.00000000216619"
"temes,0.00000000273755"
"tempi,0.000000121924"
"tempo,0.00000222137"
"temps,0.00000075585"
"tempt,0.00000169183"
"temse,0.00000000133366"
"tench,0.0000000832698"
"tends,0.0000176586"
"tendu,0.0000000215471"
"tenes,0.00000000786544"
"tenet,0.0000008484"
"tenge,0.0000000151798"
"tenia,0.0000000472771"
"tenne,0.0000000534152"
"tenno,0.0000000109965"
"tenny,0.00000000131885"
"tenon,0.000000219359"
"tenor,0.00000354366"
"tense,0.00000630961"
"tenth,0.0000101088"
"tents,0.0000040965"
"tenty,0.00000000187786"
