"ixias,0.00000000290121"
"jimmy,0.0000000745432"
"jimpy,0.000000006309"
"jingo,0.0000000595902"
"jings,0.00000000484409"
"jinks,0.0000000600191"
"jinne,0.000000000642888"
"jinni,0.0000000185233"
"jinns,0.0000000222686"
"jirds,0.00000000657193"
"jirga,0.0000000238487"
"jirre,0.000000000198753"
"jisms,0.000000000171974"
"jitis,0.000000000251962"
"jitty,0.000000000422645"
"jived,0.00000000611051"
"jiver,0.00000000105425"
"jives,0.00000000884661"
"jivey,0.00000000242499"
"jnana,0.0000000590115"
"jobed,0.000000000167829"
"jobes,0.000000000455817"
"jocko,0.00000000196682"
"jocks,0.0000000947768"
"jocky,0.00000000208533"
"jocos,0.00000000236024"
"jodel,0.00000000244331"
"joeys,0.00000000741187"
"johns,0.000000105807"
"joins,0.00000396302"
"joint,0.0000584868"
"joist,0.000000316874"
"joked,0.000000887047"
"joker,0.000000268109"
"jokes,0.00000321054"
"jokey,0.0000000399996"
"jokol,Missing[NotAvailable]"
"joled,0.000000000368187"
"joles,0.000000000914366"
"jolie,0.0000000271643"
"jollo,0.000000000233339"
"jolls,0.00000000030017"
"jolly,0.0000017206"
"jolts,0.000000178301"
"jolty,0.00000000323095"
"jomon,0.00000000135091"
"jomos,0.00000000133755"
"jones,0.000000148296"
"jongs,0.000000000877828"
"jonty,0.000000000412471"
"jooks,0.00000000211766"
"joram,0.00000000127968"
"jorts,0.00000000172087"
"jorum,0.0000000112986"
"jotas,0.00000000181861"
"jotty,0.000000000488512"
"jotun,0.00000000191786"
"joual,0.00000000783812"
"jougs,0.00000000321584"
"jouks,NA"
"joule,0.000000172551"
"jours,0.00000021867"
"joust,0.000000121848"
"jowar,0.000000135793"
"jowed,0.000000000282455"
"jowls,0.000000124692"
"jowly,0.0000000241758"
"joyed,0.0000000894941"
"jubas,0.000000000448708"
"jubes,0.00000000673788"
"jucos,0.000000000311124"
"judas,0.0000000155139"
"judge,0.0000570202"
"judgy,0.00000000249505"
"judos,0.00000000029855"
"jugal,0.0000000860789"
"jugum,0.0000000258267"
"juice,0.0000114052"
"juicy,0.00000108029"
"jujus,0.00000000364075"
"juked,0.00000000351924"
"jukes,0.00000000630121"
"jukus,0.0000000010793"
"julep,0.000000050034"
"julia,0.0000000489694"
"jumar,0.00000000373521"
"jumbo,0.000000397187"
"jumby,0.00000000131672"
"jumps,0.00000209032"
"jumpy,0.000000214797"
"junco,0.0000000330153"
"junks,0.000000299319"
"junky,0.000000038135"
"junta,0.000000693739"
"junto,0.0000000799778"
"jupes,0.00000000378532"
"jupon,0.0000000129438"
"jural,0.0000000932364"
"jurat,0.0000000909965"
"jurel,0.00000000159415"
"jures,0.00000000550879"
"juris,0.000000581244"
"juror,0.00000246215"
"juste,0.000000126988"
"justs,0.0000000155073"
"jutes,0.00000000482148"
"jutty,0.00000000660594"
"juves,0.000000000739876"
"juvie,0.0000000220096"
"kaama,0.00000000140381"
"kabab,0.00000000509862"
"kabar,0.00000000446012"
"kabob,0.0000000116593"
"kacha,0.0000000113169"
"kacks,0.00000000059202"
"kadai,0.00000000691543"
"kades,0.000000000402419"
"kadis,0.00000000811804"
"kafir,0.000000109569"
"kagos,0.00000000109583"
"kagus,0.000000000473809"
"kahal,0.0000000143269"
"kaiak,0.00000000779931"
"kaids,0.00000000199618"
"kaies,0.000000000610113"
"kaifs,0.000000000157884"
"kaika,0.0000000051539"
"kaiks,0.000000000645097"
"kails,0.00000000108816"
"kaims,0.00000000182996"
"kaing,0.00000000334065"
"kains,0.00000000194833"
"kajal,0.00000000447714"
"kakas,0.00000000283453"
"kakis,0.00000000164096"
"kalam,0.0000000383886"
"kalas,0.0000000081508"
"kales,0.00000000909958"
"kalif,0.00000000371975"
"kalis,0.0000000029314"
"kalpa,0.0000000441729"
"kalua,0.00000000452423"
"kamas,0.00000000253783"
"kames,0.0000000562113"
"kamik,0.00000000214572"
"kamis,0.00000000278591"
"kamme,0.0000000021994"
"kanae,0.00000000159416"
"kanal,0.0000000104746"
"kanas,0.00000000100668"
"kanat,0.00000000309335"
"kandy,0.00000000157674"
"kaneh,0.00000000111655"
"kanes,0.00000000191895"
"kanga,0.0000000116181"
"kangs,0.00000000228863"
"kanji,0.000000112597"
"kants,0.000000000846672"
"kanzu,0.00000000417192"
"kaons,0.0000000779926"
"kapai,0.000000000650984"
"kapas,0.0000000263943"
"kapha,0.0000000402988"
"kaphs,0.000000000200257"
"kapok,0.000000119388"
"kapow,0.00000000222907"
"kappa,0.000000339368"
"kapur,0.0000000066304"
"kapus,0.00000000284231"
"kaput,0.000000026361"
"karai,0.0000000052534"
"karas,0.00000000507484"
"karat,0.000000113412"
"karee,0.00000000182715"
"karez,0.00000000654617"
"karks,0.000000000312866"
"karma,0.00000094198"
"karns,0.000000000452929"
"karoo,0.000000013146"
"karos,0.00000000125767"
"karri,0.0000000304451"
"karst,0.000000385727"
"karsy,0.000000000147683"
"karts,0.0000000159233"
"karzy,0.000000000220601"
"kasha,0.0000000354766"
"kasme,0.00000000012449"
"katal,0.00000000361727"
"katas,0.00000000697069"
"katis,0.00000000369026"
"katti,0.00000000379231"
"kaugh,0.00000000023125"
"kauri,0.0000000971375"
"kauru,0.000000000899953"
"kaury,0.000000000242063"
"kaval,0.00000000472682"
"kavas,0.000000000737824"
"kawas,0.0000000018531"
"kawau,0.0000000014955"
"kawed,0.0000000000973396"
"kayak,0.000000308175"
"kayle,0.000000000491477"
"kayos,0.000000000971868"
"kazis,0.00000000196644"
"kazoo,0.0000000234662"
"kbars,0.0000000294611"
"kcals,0.0000000299924"
"keaki,0.000000000576326"
"kebab,0.0000000729983"
"kebar,0.000000000546815"
"kebob,0.0000000028692"
"kecks,0.00000000185025"
"kedge,0.0000000375287"
"kedgy,0.000000000219306"
"keech,0.00000000223256"
"keefs,0.000000000152655"
"keeks,0.00000000138458"
"keels,0.000000383324"
"keema,0.00000000271952"
"keeno,0.000000000883061"
"keens,0.00000000746047"
"keeps,0.000013641"
"keets,0.0000000027515"
"keeve,0.00000000213174"
"kefir,0.0000000574973"
"kehua,0.0000000014926"
"keirs,0.000000000991517"
"kelep,0.00000000300441"
"kelim,0.0000000041583"
"kells,0.00000000113981"
"kelly,0.0000000585408"
"kelps,0.0000000307177"
"kelpy,0.00000000224176"
"kelts,0.0000000171712"
"kelty,0.000000000350119"
"kembo,0.000000000620078"
"kembs,0.000000000240957"
"kemps,0.00000000422349"
"kempt,0.0000000184654"
"kempy,0.00000000393712"
"kenaf,0.000000107654"
"kench,0.00000000241619"
"kendo,0.0000000235478"
"kenos,0.0000000013883"
"kente,0.000000018459"
"kents,0.000000000667776"
"kepis,0.00000000735712"
"kerbs,0.0000000555584"
"kerel,0.00000000194256"
"kerfs,0.000000020841"
"kerky,Missing[NotAvailable]"
"kerma,0.0000000530361"
"kerne,0.0000000206706"
"kerns,0.0000000160459"
"keros,0.00000000454516"
"kerry,0.00000000844672"
"kerve,0.00000000135106"
"kesar,0.0000000024859"
"kests,0.000000000161974"
"ketas,0.000000000519225"
"ketch,0.000000207454"
"ketes,0.000000000281756"
"ketol,0.0000000196416"
"kevel,0.00000000747545"
"kevil,0.000000000480769"
"kexes,0.000000000573424"
"keyed,0.00000124134"
"keyer,0.0000000356962"
"khadi,0.000000153447"
"khads,0.000000000717178"
"khafs,Missing[NotAvailable]"
"khaki,0.000000747191"
"khana,0.0000000262741"
"khans,0.000000091189"
"khaph,0.000000000129602"
"khats,0.000000000941023"
"khaya,0.00000000360633"
"khazi,0.00000000191391"
"kheda,0.00000000156906"
"kheer,0.00000000813972"
"kheth,0.000000000394589"
"khets,0.000000000899376"
"khirs,0.000000000136215"
"khoja,0.00000000345847"
"khors,0.00000000534199"
"khoum,0.000000000306497"
"khuds,0.000000000962612"
"khula,0.00000000729375"
"khyal,0.00000000647539"
"kiaat,0.00000000146087"
"kiack,0.000000000300858"
"kiaki,0.000000000426305"
"kiang,0.0000000925266"
"kiasu,0.00000000385818"
"kibbe,0.00000000212565"
"kibbi,0.00000000102369"
"kibei,0.00000000200016"
"kibes,0.000000004227"
"kibla,0.00000000311769"
"kicks,0.00000107976"
"kicky,0.00000000587609"
"kiddo,0.00000011802"
"kiddy,0.0000000289766"
"kidel,0.000000000482342"
"kideo,0.000000000119057"
"kidge,0.000000000312401"
"kiefs,0.00000000030681"
"kiers,0.00000000784481"
"kieve,0.00000000245019"
"kievs,0.00000000041312"
"kight,0.0000000016097"
"kikay,0.000000000201847"
"kikes,0.0000000103875"
"kikoi,0.0000000019649"
"kiley,0.00000000074912"
"kilig,0.000000000298544"
"kilim,0.0000000160397"
"kills,0.00000321895"
"kilns,0.00000123522"
"kilos,0.00000111496"
"kilps,0.000000000197934"
"kilts,0.0000000919975"
"kilty,0.000000000949938"
"kimbo,0.0000000111579"
"kimet,0.000000000188253"
"kinas,0.00000000205509"
"kinda,0.000000676088"
"kinds,0.0000472655"
"kindy,0.00000000420548"
"kines,0.00000000747787"
"kings,0.0000121725"
"kingy,0.000000000537321"
"kinin,0.0000000976603"
"kinks,0.000000321581"
"kinky,0.000000197937"
"kinos,0.00000000505155"
"kiore,0.00000000644232"
"kiosk,0.000000338944"
"kipah,0.00000000224563"
"kipas,0.000000000751996"
"kipes,0.000000000420753"
"kippa,0.00000000400041"
"kipps,0.000000000416287"
"kipsy,0.000000000424609"
"kirby,0.00000000688249"
"kirks,0.0000000380581"
"kirns,0.00000000172737"
"kirri,0.00000000127903"
"kisan,0.0000000247266"
"kissy,0.0000000183162"
"kists,0.0000000123003"
"kitab,0.0000000223374"
"kited,0.00000000663649"
"kiter,0.00000000249813"
"kites,0.000000451122"
"kithe,0.00000000186263"
"kiths,0.00000000173413"
"kitke,0.000000000263991"
"kitty,0.000000276555"
"kitul,0.0000000028705"
"kivas,0.0000000940621"
"kiwis,0.0000000300238"
"klang,0.00000000951986"
"klaps,0.000000000237408"
"klett,0.000000000999425"
"klick,0.00000000808843"
"klieg,0.0000000205373"
"kliks,0.00000000115747"
"klong,0.00000000789649"
"kloof,0.0000000254644"
"kluge,0.00000000496995"
"klutz,0.0000000391159"
"knack,0.000000752909"
"knags,0.000000000390097"
"knaps,0.00000000140375"
"knarl,0.000000000319262"
"knars,0.000000000523106"
"knaur,0.000000000199067"
"knave,0.000000692596"
"knawe,0.00000000317554"
"knead,0.00000026286"
"kneed,0.000000184545"
"kneel,0.00000124364"
"knees,0.0000125329"
"knell,0.000000435943"
"knelt,0.00000263453"
"knick,0.0000000951461"
"knife,0.0000137145"
"knish,0.00000000702003"
"knits,0.000000175359"
"knive,0.00000000476994"
"knobs,0.000000927454"
"knock,0.00000577286"
"knoll,0.000000593082"
"knoop,0.00000000286021"
"knops,0.0000000187313"
"knosp,0.000000000401578"
"knots,0.00000460964"
"knoud,0.000000000194526"
"knout,0.000000051776"
"knowd,0.00000000686302"
"knowe,0.000000288045"
"known,0.000229561"
"knows,0.0000431961"
"knubs,0.00000000155485"
"knule,Missing[NotAvailable]"
"knurl,0.0000000155093"
"knurr,0.000000000872268"
"knurs,0.000000000355946"
"knuts,0.000000000786826"
"koala,0.0000000768747"
"koans,0.0000000275999"
"koaps,Missing[NotAvailable]"
"koban,0.00000000826884"
"kobos,0.000000000677669"
"koels,0.00000000211779"
"koffs,0.000000000311626"
"kofta,0.00000000698095"
"kogal,0.000000000624537"
"kohas,0.000000000291924"
"kohen,0.000000018196"
"kohls,0.00000000047742"
"koine,0.0000000367231"
"koiwi,0.000000000585001"
"kojis,0.000000000376282"
"kokam,0.00000000147835"
"kokas,0.000000000572037"
"koker,0.00000000198136"
"kokra,0.000000000192218"
"kokum,0.00000000408465"
"kolas,0.00000000390417"
"kolos,0.00000000167428"
"kombi,0.00000000591998"
"kombu,0.0000000259514"
"konbu,0.00000000585987"
"kondo,0.00000000751328"
"konks,0.000000000657218"
"kooks,0.0000000210486"
"kooky,0.0000000389134"
"koori,0.000000000966581"
"kopek,0.0000000207716"
"kophs,Missing[NotAvailable]"
"kopje,0.0000000550845"
"koppa,0.00000000367415"
"korai,0.0000000134569"
"koran,0.0000000104189"
"koras,0.00000000148475"
"korat,0.000000000437512"
"kores,0.000000000714146"
"koris,0.00000000237086"
"korma,0.00000000990469"
"koros,0.00000000339484"
"korun,0.00000000163828"
"korus,0.000000000575982"
"koses,0.000000000542014"
"kotch,0.00000000308601"
"kotos,0.00000000312923"
"kotow,0.00000000803806"
"koura,0.00000000356292"
"kraal,0.000000328933"
"krabs,0.000000000567766"
"kraft,0.000000618103"
"krais,0.00000000923454"
"krait,0.000000014878"
"krang,0.00000000121215"
"krans,0.0000000190404"
"kranz,0.00000000359813"
"kraut,0.0000000811377"
"krays,0.0000000127797"
"kreef,0.000000000775371"
"kreen,0.000000000728894"
"kreep,0.000000000795273"
"kreng,0.00000000171635"
"krewe,0.00000000888127"
"krill,0.000000259859"
"kriol,0.000000000382444"
"krona,0.0000000756019"
"krone,0.000000123751"
"kroon,0.0000000120023"
"krubi,0.000000000238026"
"krump,0.00000000187504"
"krunk,0.000000000482072"
"ksars,0.000000000734699"
"kubie,0.000000000391799"
"kudos,0.000000129528"
"kudus,0.00000000785313"
"kudzu,0.000000086043"
"kufis,0.00000000085393"
"kugel,0.0000000134349"
"kuias,0.000000000256843"
"kukri,0.0000000117778"
"kukus,0.000000000671805"
"kulak,0.0000000801148"
"kulan,0.00000000292334"
"kulas,0.0000000033958"
"kulfi,0.00000000628611"
"kumis,0.0000000027825"
"kumys,0.00000000412678"
"kunas,0.00000000320406"
"kunds,0.00000000181201"
"kuris,0.00000000407709"
"kurre,0.000000000379447"
"kurta,0.0000000365026"
"kurus,0.00000000939167"
"kusso,0.000000000339446"
"kusti,0.00000000548089"
"kutai,0.000000000800237"
"kutas,0.00000000308056"
"kutch,0.00000000188977"
"kutis,0.00000000167389"
"kutus,0.000000000405075"
"kuyas,0.000000000141676"
"kuzus,Missing[NotAvailable]"
"kvass,0.0000000153636"
"kvell,0.00000000149361"
"kwaai,0.00000000322449"
"kwela,0.00000000551159"
"kwink,0.000000000204534"
"kwirl,Missing[NotAvailable]"
"kyack,0.00000000239121"
"kyaks,0.00000000222288"
"kyang,0.00000000532125"
"kyars,0.00000000131244"
"kyats,0.0000000256697"
"kybos,0.000000000268024"
"kydst,0.000000000578836"
"kyles,0.00000000119366"
"kylie,0.0000000014014"
"kylin,0.00000000349138"
"kylix,0.0000000334677"
"kyloe,0.00000000091894"
"kynde,0.0000000642356"
"kynds,0.00000000155738"
"kypes,0.00000000038839"
"kyrie,0.00000000606704"
"kytes,0.000000000694119"
"kythe,0.00000000359354"
"kyudo,0.00000000347231"
"laarf,0.0000000000895596"
"laari,0.00000000055385"
"labda,0.00000000208011"
"label,0.0000140892"
"labia,0.000000378196"
"labis,0.00000000324425"
"labne,0.0000000012683"
"labor,0.0000954985"
"labra,0.0000000100675"
"laccy,0.00000000019016"
"laced,0.00000148231"
"lacer,0.0000000112705"
"laces,0.000000824375"
"lacet,0.0000000027852"
"lacey,0.0000000173106"
"lacis,0.00000000448052"
"lacka,0.00000000212037"
"lacks,0.00000628019"
"lacky,0.00000000220824"
"laddu,0.00000000482033"
"laddy,0.0000000071432"
"laded,0.0000000364662"
"ladee,0.00000000178236"
"laden,0.00000429096"
"lader,0.00000000970016"
"lades,0.0000000187335"
"ladle,0.000000837"
"ladoo,0.00000000155817"
"laers,0.000000000504593"
"laevo,0.0000000307095"
"lagan,0.0000000137999"
"lagar,0.00000000471151"
"lager,0.000000305654"
"laggy,0.000000000980344"
"lahal,0.000000000569508"
"lahar,0.000000035556"
"laich,0.00000000287585"
"laics,0.0000000222061"
"laide,0.0000000386298"
"laids,0.00000000358343"
"laigh,0.00000000895111"
"laika,0.00000000252976"
"laiks,0.00000000108666"
"laird,0.000000415282"
"lairs,0.000000111073"
"lairy,0.0000000045124"
"laith,0.0000000172867"
"laity,0.00000162686"
"laked,0.0000000196157"
"laker,0.0000000136278"
"lakes,0.000011516"
"lakhs,0.00000289719"
"lakin,0.00000000431023"
"laksa,0.00000000974981"
"laldy,0.000000000505562"
"lalls,0.00000000263627"
"lamas,0.000000181746"
"lambs,0.00000371636"
"lamby,0.00000000146756"
"lamed,0.000000123058"
"lamer,0.0000000146221"
"lames,0.000000241655"
"lamia,0.0000000176619"
"lammy,0.00000000102797"
"lamps,0.00000936891"
"lanai,0.0000000475152"
"lanas,0.00000000422138"
"lance,0.00000214574"
"lanch,0.0000000050383"
"lande,0.000000164051"
"lands,0.0000663177"
"laned,0.0000000134555"
"lanes,0.00000347919"
"lanks,0.0000000102239"
"lanky,0.000000350184"
"lants,0.000000128893"
"lapas,0.00000000182301"
"lapel,0.000000349749"
"lapin,0.0000000203007"
"lapis,0.000000294474"
"lapje,0.000000000182771"
"lappa,0.0000000209245"
"lappy,0.00000000326933"
"lapse,0.00000515651"
"larch,0.000000705282"
"lards,0.0000000300179"
"lardy,0.000000012174"
"laree,0.00000000852764"
"lares,0.0000000411759"
"larfs,0.000000000638145"
"larga,0.0000000317972"
"large,0.000344244"
"largo,0.000000464179"
"laris,0.000000010943"
"larks,0.000000271607"
"larky,0.00000000739273"
"larns,0.00000000170523"
"larnt,0.00000000731362"
"larum,0.0000000164567"
"larva,0.00000308948"
"lased,0.0000000121225"
"laser,0.0000145037"
"lases,0.0000000106328"
"lassi,0.0000000183853"
"lasso,0.000000211807"
"lassu,0.00000000152285"
"lassy,0.00000000333364"
"lasts,0.00000369815"
"latah,0.0000000123948"
"latch,0.00000207367"
"lated,0.000000687549"
"laten,0.0000000252007"
"later,0.000195715"
"latex,0.00000169095"
"lathe,0.00000173783"
"lathi,0.0000000537828"
"laths,0.000000355836"
"lathy,0.00000000743571"
"latke,0.00000000415221"
"latte,NA"
"latus,0.000000140474"
"lauan,0.0000000287402"
"lauch,0.00000000811762"
"laude,0.00000139946"
"lauds,0.000000311969"
"laufs,0.00000000016076"
"laugh,0.0000151705"
"laund,0.00000000976142"
"laura,0.0000000563852"
"laval,0.000000011229"
"lavas,0.000000927038"
"laved,0.0000000660693"
"laver,0.000000139558"
"laves,0.0000000549437"
"lavra,0.00000000422107"
"lavvy,0.00000000267773"
"lawed,0.0000000106687"
"lawer,0.00000000797722"
"lawin,0.00000000593703"
"lawks,0.00000000182892"
"lawns,0.00000156201"
"lawny,0.0000000104418"
"lawsy,0.00000000139444"
"laxed,0.0000000101425"
"laxer,0.0000000330768"
"laxes,0.00000000731065"
"laxly,0.0000000482913"
"layby,0.0000000150719"
"layed,0.000000171096"
"layer,0.0000433976"
"layin,0.0000000788056"
"layup,0.0000000855442"
"lazar,0.0000000358701"
"lazed,0.0000000253136"
"lazes,0.00000000346334"
"lazos,0.00000000362429"
"lazzi,0.0000000104411"
"lazzo,0.00000000273072"
"leach,0.000000614302"
"leads,0.000034999"
"leady,0.0000000129466"
"leafs,0.0000000508203"
"leafy,0.00000167418"
"leaks,0.00000228385"
"leaky,0.00000078771"
"leams,0.0000000300709"
"leans,0.00000147966"
"leant,NA"
"leany,0.000000000584888"
"leaps,0.00000163397"
"leapt,0.00000157755"
"leare,0.0000000143786"
"learn,0.0000567862"
"lears,0.00000000775495"
"leary,0.0000000146761"
"lease,0.0000277684"
"leash,0.000000817201"
"least,NA"
"leats,0.00000000643353"
"leave,0.000109206"
"leavy,0.0000000164202"
"leaze,0.00000000306294"
"leben,0.0000000641371"
"leccy,0.000000000797967"
"leche,0.0000000620815"
"ledes,0.00000000344556"
"ledge,0.00000272217"
"ledgy,0.00000000928544"
"ledum,0.00000000544623"
"leear,0.00000000116098"
"leech,0.000000438769"
"leeks,0.000000301744"
"leeps,0.00000000100261"
"leers,0.0000000457862"
"leery,0.000000148206"
"leese,0.0000000154768"
"leets,0.0000000201504"
"leeze,0.00000000531801"
"lefte,0.0000000488546"
"lefts,0.0000000467109"
"lefty,0.0000000521743"
"legal,0.0000949641"
"leger,0.0000000334884"
"leges,0.000000258917"
"legge,0.0000000633724"
"leggo,0.0000000043221"
"leggy,0.0000000926359"
"legit,0.000000135007"
"legno,0.0000000210264"
"lehrs,0.0000000149595"
"lehua,0.0000000131495"
"leirs,0.0000000012291"
"leish,0.00000000168327"
"leman,0.0000000384231"
"lemed,0.00000000156249"
"lemel,0.00000000117558"
"lemes,0.00000000224565"
"lemma,0.00000110526"
"lemme,0.0000000578391"
"lemon,0.00000495294"
"lemur,0.0000000856581"
"lends,0.0000026792"
"lenes,0.00000000636727"
"lengs,0.000000000233624"
"lenis,0.0000000394712"
"lenos,0.00000000414677"
"lense,0.0000000636387"
"lenti,0.00000000667395"
"lento,0.0000000341451"
"leone,0.0000000203642"
"lepak,0.00000000102554"
"leper,0.000000614466"
"lepid,0.00000000328146"
"lepra,0.00000007152"
"lepta,0.0000000119405"
"lered,0.0000000117929"
"leres,0.00000000166285"
"lerps,0.00000000226382"
"lesbo,0.0000000073778"
"leses,0.00000000129629"
"lesos,0.000000000488938"
"lests,0.00000000520482"
"letch,0.0000000101174"
"lethe,0.00000000944269"
"letty,0.00000000234177"
"letup,0.0000000475075"
"leuch,0.00000000219562"
"leuco,0.0000000855396"
"leuds,0.000000000645213"
"leugh,0.00000000210089"
"levas,0.00000000990882"
"levee,0.00000198663"
"level,0.000213272"
"lever,0.00000862669"
"leves,0.0000000333059"
"levin,0.0000000252855"
"levis,0.0000000713874"
"lewis,0.0000000849773"
"lexes,0.00000000399823"
"lexis,0.000000093997"
"lezes,0.000000000158281"
"lezza,0.000000000391674"
"lezzo,0.000000000573907"
"lezzy,0.00000000104122"
"liana,0.0000000847927"
"liane,0.0000000107657"
"liang,0.00000015525"
"liard,0.0000000155469"
"liars,0.000000575132"
"liart,0.00000000181918"
"libel,0.00000336963"
"liber,0.000000416469"
"libor,0.00000000480613"
"libra,0.0000000841852"
"libre,0.00000022596"
"libri,0.000000342368"
"licet,0.000000181661"
"lichi,0.00000000443003"
"licht,0.0000000514767"
"licit,0.000000181084"
"licks,0.00000040501"
"lidar,0.000000278818"
"lidos,0.00000000299543"
"liefs,0.0000000133715"
"liege,0.000000440649"
"liens,0.00000365814"
"liers,0.000000023524"
"lieus,0.0000000035407"
"lieve,0.000000279318"
"lifer,0.0000000516698"
"lifes,0.000000185986"
"lifey,0.000000000817138"
"lifts,0.00000301937"
"ligan,0.00000000857251"
"liger,0.00000000505142"
"ligge,0.00000000638051"
"light,0.00019701"
"ligne,0.0000000634773"
"liked,0.0000182675"
"liken,0.000000273305"
"liker,0.000000042256"
"likes,0.00000757181"
"likin,0.0000000715782"
"lilac,0.000000949193"
"lills,0.00000000865425"
"lilos,0.00000000139539"
"lilts,0.0000000147492"
"lilty,0.00000000209486"
"liman,0.000000011083"
"limas,0.0000000296916"
"limax,0.00000000892752"
"limba,0.00000000880379"
"limbi,0.00000000539422"
"limbo,0.0000005794"
"limbs,0.00000882753"
"limby,0.0000000069913"
"limed,0.000000279681"
"limen,0.0000000626438"
"limes,0.00000075535"
"limey,0.0000000381386"
"limit,0.0000529319"
"limma,0.00000000386321"
"limns,0.0000000171273"
"limos,0.0000000437178"
"limpa,0.00000000217944"
"limps,0.0000000830337"
"linac,0.000000210379"
"linch,0.0000000283896"
"linds,0.00000000766942"
"lindy,0.00000000933496"
"lined,0.00000965894"
"linen,0.00000629685"
"liner,0.00000283187"
"lines,0.000122795"
"liney,0.00000000260734"
"linga,0.0000000957354"
"lingo,0.000000241839"
"lings,0.000000136115"
"lingy,0.000000000609829"
"linin,0.0000000315992"
"links,0.0000162858"
"linky,0.000000000877279"
"linns,0.0000000135661"
"linny,0.000000000654558"
"linos,0.0000000543253"
"lints,0.0000000219059"
"linty,0.00000000600497"
"linum,0.0000000130178"
"linux,0.000000040991"
"lions,0.00000296051"
"lipas,0.00000000101348"
"lipes,0.00000000197696"
"lipid,0.00000451496"
"lipin,0.0000000123339"
"lipos,0.00000000220237"
"lippy,0.00000000936469"
"liras,0.0000000676541"
"lirks,0.000000000325657"
"lirot,0.00000000124002"
"lises,0.00000000675252"
"lisks,0.0000000015542"
"lisle,0.0000000401187"
"lisps,0.0000000229695"
"lists,0.0000214676"
"litai,0.00000000281777"
"litas,0.0000000174469"
"lited,0.0000000144389"
"litem,0.00000066741"
"liter,0.00000333309"
"lites,0.000000071401"
"lithe,0.000000497848"
"litho,0.000000165254"
"liths,0.00000000508341"
"litie,0.00000000281912"
"litre,0.00000179192"
