"aahed,0.0000000148255"
"agood,0.0000000568708"
"agora,0.000000179257"
"agree,0.0000530029"
"agria,0.00000000514994"
"agrin,0.0000000192339"
"agros,0.0000000247442"
"agrum,0.0000000127003"
"agued,0.00000000370433"
"agues,0.0000000646158"
"aguey,0.000000000547982"
"aguna,0.00000000376662"
"agush,0.000000000356552"
"aguti,0.0000000045891"
"ahead,0.0000324863"
"aheap,0.00000000413065"
"ahent,0.000000000640078"
"ahigh,0.0000000150221"
"ahind,0.00000000246471"
"ahing,0.00000000259919"
"ahint,0.0000000138069"
"ahold,0.000000107659"
"ahole,0.00000000403843"
"ahull,0.0000000096739"
"ahuru,0.000000000759586"
"aidas,0.000000000842671"
"aided,0.00000838986"
"aider,0.000000141782"
"aides,0.00000199839"
"aidoi,0.000000000147819"
"aidos,0.00000000855307"
"aiery,0.00000000320425"
"aigas,0.000000000375337"
"aight,0.0000000162032"
"ailed,0.000000163065"
"aimag,0.0000000147013"
"aimak,0.00000000729912"
"aimed,0.0000156825"
"aimer,0.0000000673773"
"ainee,0.00000000193071"
"ainga,0.000000000732836"
"aioli,0.0000000259961"
"aired,0.00000106146"
"airer,0.00000000524995"
"airns,0.00000000488129"
"airth,0.0000000200264"
"airts,0.00000000636492"
"aisle,0.00000316939"
"aitch,0.0000000142454"
"aitus,0.000000000775499"
"aiver,0.00000000476104"
"aixes,0.000000000417705"
"aiyah,0.000000000536817"
"aiyee,0.000000000534627"
"aiyoh,0.000000000313185"
"aiyoo,0.000000000141299"
"aizle,0.000000000248556"
"ajies,0.000000000309141"
"ajiva,0.00000000425688"
"ajuga,0.0000000035082"
"ajupa,0.000000000263388"
"ajwan,0.000000000797004"
"akara,0.00000000961427"
"akees,0.000000000569951"
"akela,0.000000000770506"
"akene,0.0000000113207"
"aking,0.00000014203"
"akita,0.00000000174069"
"akkas,0.000000000311059"
"akker,0.00000000341017"
"akoia,0.000000000122871"
"akoja,0.000000000106075"
"akoya,0.000000000782477"
"aksed,0.00000000275882"
"akses,0.000000000394848"
"alaap,0.00000000169943"
"alack,0.0000000744403"
"alala,0.00000000540795"
"alamo,0.0000000056609"
"aland,0.0000000341191"
"alane,0.0000000229087"
"alang,0.0000000522953"
"alans,0.00000000108647"
"alant,0.00000000218528"
"alapa,0.00000000572235"
"alaps,0.000000000617101"
"alarm,0.0000114353"
"alary,0.0000000308139"
"alata,0.000000114856"
"alate,0.0000000872921"
"alays,0.00000000238372"
"albas,0.0000000060148"
"albee,0.00000000188673"
"albid,0.00000000255356"
"album,0.00000407257"
"alcea,0.00000000133444"
"alces,0.0000000243883"
"alcid,0.00000000362394"
"alcos,0.000000000436445"
"aldea,0.0000000141912"
"alder,0.000000684157"
"aldol,0.000000135061"
"aleak,0.00000000394701"
"aleck,0.0000000429044"
"alecs,0.0000000022671"
"aleem,0.000000000422196"
"alefs,0.000000000510379"
"aleft,0.00000000154485"
"aleph,0.0000000477221"
"alert,0.00000755286"
"alews,0.0000000000938272"
"aleye,0.000000000330455"
"alfas,0.000000000732005"
"algae,0.00000379896"
"algal,0.00000139751"
"algas,0.00000000613517"
"algid,0.0000000124083"
"algin,0.0000000224791"
"algor,0.000000004699"
"algos,0.00000000671679"
"algum,0.0000000135563"
"alias,0.00000211525"
"alibi,0.000000916774"
"alick,0.00000000145664"
"alien,0.0000112379"
"alifs,0.000000000877489"
"align,0.00000177463"
"alike,0.0000163888"
"alims,0.00000000155715"
"aline,0.000000074598"
"alios,0.000000132858"
"alist,0.0000000347816"
"alive,0.0000238421"
"aliya,0.0000000294036"
"alkie,0.00000000352864"
"alkin,0.00000000147789"
"alkos,0.0000000000932585"
"alkyd,0.000000204352"
"alkyl,0.00000233045"
"allan,0.0000000282599"
"allay,0.00000101858"
"allee,0.0000000253064"
"allel,0.000000033035"
"allen,0.00000016261"
"aller,0.000000259889"
"alley,0.000003874"
"allin,0.0000000194198"
"allis,0.000000017879"
"allod,0.00000000452302"
"allot,0.000000644939"
"allow,0.0000748217"
"alloy,0.00000996806"
"allus,0.0000000742519"
"allyl,0.000000435075"
"almah,0.00000000659503"
"almas,0.0000000163702"
"almeh,0.000000000858316"
"almes,0.0000000294351"
"almud,0.00000000428575"
"almug,0.00000000853107"
"alods,0.00000000142448"
"aloed,0.000000000397293"
"aloes,0.000000302102"
"aloft,0.00000182347"
"aloha,0.0000000523213"
"aloin,0.0000000290128"
"alone,0.000105151"
"along,0.00017435"
"aloof,0.00000177211"
"aloos,0.000000000684176"
"alose,0.00000000235216"
"aloud,0.00000612611"
"alowe,0.00000000443734"
"alpha,0.00000589135"
"altar,0.00000908335"
"alter,0.0000153763"
"altho,0.000000572882"
"altos,0.0000000588859"
"alula,0.0000000241075"
"alums,0.0000000697139"
"alumy,0.000000000276687"
"alure,0.00000000294145"
"alurk,0.000000000292087"
"alvar,0.00000000980232"
"alway,0.000000325632"
"amahs,0.00000000967027"
"amain,0.000000114944"
"amari,0.0000000156417"
"amaro,0.00000000969202"
"amass,0.000000349268"
"amate,0.0000000157126"
"amaut,0.00000000154105"
"amaze,0.000000417525"
"amban,0.00000000757324"
"amber,0.00000225197"
"ambit,0.000000582112"
"amble,0.000000131578"
"ambos,0.0000000257905"
"ambry,0.00000000543093"
"ameba,0.0000000774298"
"ameer,0.00000000880056"
"amend,0.0000276839"
"amene,0.00000000787543"
"amens,0.000000023527"
"ament,0.0000000583034"
"amias,0.000000000716629"
"amice,0.0000000348305"
"amici,0.000000231445"
"amide,0.000000946324"
"amido,0.000000132063"
"amids,0.0000000108035"
"amies,0.0000000266197"
"amiga,0.0000000214596"
"amigo,0.000000129056"
"amine,0.0000017676"
"amino,0.0000122338"
"amins,0.0000000104921"
"amirs,0.0000000665516"
"amiss,0.0000014163"
"amity,0.000000755486"
"amlas,0.00000000254614"
"amman,0.00000000573106"
"ammas,0.00000000186404"
"ammon,0.0000000425193"
"ammos,0.00000000180215"
"amnia,0.00000000153423"
"amnic,0.000000000200214"
"amnio,0.0000000106758"
"amoks,0.000000000677313"
"amole,0.00000000776237"
"among,0.000238145"
"amore,0.000000309834"
"amort,0.0000000842046"
"amour,0.000000544212"
"amove,0.0000000113406"
"amowt,0.000000000240062"
"amped,0.0000000299476"
"ample,0.0000129066"
"amply,0.00000334012"
"ampul,0.0000000314715"
"amrit,0.000000010372"
"amuck,0.0000000829372"
"amuse,0.00000177111"
"amyls,0.000000000795222"
"anana,0.00000000580812"
"anata,0.0000000106481"
"ancho,0.0000000315642"
"ancle,0.0000000503067"
"ancon,0.00000000371212"
"andic,0.00000000651448"
"andro,0.0000000178043"
"anear,0.0000000226611"
"anele,0.00000000146181"
"anent,0.00000028922"
"angas,0.0000000092484"
"angel,0.00000785529"
"anger,0.0000172881"
"angle,0.0000374126"
"anglo,0.0000000823992"
"angry,0.0000164219"
"angst,0.000000307226"
"anigh,0.0000000244196"
"anile,0.00000000899884"
"anils,0.0000000100117"
"anima,0.00000047407"
"anime,0.000000155477"
"animi,0.000000123921"
"anion,0.0000020902"
"anise,0.000000264646"
"anker,0.0000000363811"
"ankhs,0.00000000280334"
"ankle,0.00000369882"
"ankus,0.00000000520301"
"anlas,0.000000000518108"
"annal,0.000000037375"
"annan,0.0000000152141"
"annas,0.000000468008"
"annat,0.00000000617674"
"annex,0.00000211973"
"annoy,0.0000010086"
"annul,0.00000102153"
"annum,0.0000148848"
"annus,0.0000000866488"
"anoas,0.000000000925374"
"anode,0.00000333907"
"anole,0.0000000164043"
"anomy,0.0000000126678"
"ansae,0.0000000089948"
"ansas,0.0000000349761"
"antae,0.0000000223216"
"antar,0.00000000887261"
"antas,0.00000000356886"
"anted,0.0000000887526"
"antes,0.000000143127"
"antic,0.000000177906"
"antis,0.0000000558342"
"antra,0.0000000330005"
"antre,0.00000000726004"
"antsy,0.000000085253"
"anura,0.00000000488277"
"anvil,0.000000990024"
"anyon,0.0000000176767"
"aorta,0.00000260591"
"apace,0.0000007166"
"apage,0.00000000350255"
"apaid,0.00000000366149"
"apart,0.0000368617"
"apayd,0.00000000250694"
"apays,0.000000000110805"
"apeak,0.0000000213883"
"apeek,0.000000000320212"
"apers,0.0000000636085"
"apert,0.0000000137835"
"apery,0.00000000394835"
"apgar,0.00000000542805"
"aphid,0.000000829046"
"aphis,0.000000305933"
"apian,0.0000000110157"
"aping,0.000000121298"
"apiol,0.00000000964544"
"apish,0.0000000317904"
"apism,0.000000000267015"
"apnea,0.000000695418"
"apode,0.000000000553223"
"apods,0.00000000045104"
"apols,0.000000000178313"
"apoop,0.0000000001472"
"aport,0.0000000136564"
"appal,0.0000000831387"
"appam,0.00000000209592"
"appay,0.000000000631343"
"appel,0.000000162135"
"apple,0.00000984371"
"apply,0.0000794955"
"appro,0.000000500517"
"appts,0.0000000161649"
"appui,0.0000000508241"
"appuy,0.00000000143747"
"apres,0.000000263211"
"apron,0.00000262946"
"apses,0.0000000862478"
"apsis,0.0000000238357"
"apsos,0.00000000123628"
"apted,0.0000000103984"
"apter,0.0000000544352"
"aptly,0.00000182041"
"aquae,0.0000000797581"
"aquas,0.0000000242556"
"araba,0.0000000126317"
"araks,0.000000000279743"
"arame,0.0000000064116"
"arars,0.000000000697744"
"arbah,0.000000000650878"
"arbas,0.00000000149145"
"arbor,0.000000742178"
"arced,0.000000104031"
"archi,0.000000119766"
"arcos,0.00000000428376"
"arcus,0.0000000751423"
"ardeb,0.00000000565725"
"ardor,0.000000936819"
"ardri,0.000000000856056"
"aread,0.00000000596395"
"areae,0.0000000198703"
"areal,0.00000084839"
"arear,0.00000000596004"
"areas,0.00016484"
"areca,0.000000101996"
"aredd,0.000000000450759"
"arede,0.00000000189526"
"arefy,0.000000000348284"
"areic,0.00000000099191"
"arena,0.00000510936"
"arene,0.000000104495"
"arepa,0.00000000361478"
"arere,0.0000000044709"
"arete,0.0000000837693"
"arets,0.00000000404233"
"arett,0.000000000716036"
"argal,0.00000000615256"
"argan,0.0000000128203"
"argil,0.0000000201398"
"argle,0.00000000258366"
"argol,0.000000018321"
"argon,0.00000202866"
"argot,0.000000113775"
"argue,0.0000194294"
"argus,0.0000000734101"
"arhat,0.0000000295646"
"arias,0.000000335209"
"ariel,0.0000000150172"
"ariki,0.0000000250042"
"arils,0.0000000154459"
"ariot,0.000000000975962"
"arise,0.0000281713"
"arish,0.0000000346896"
"arith,0.0000000316712"
"arked,0.0000000107616"
"arled,0.00000000059537"
"arles,0.0000000246702"
"armed,0.0000250337"
"armer,0.0000000330791"
"armet,0.00000000424421"
"armil,0.00000000103004"
"armor,0.00000365403"
"arnas,0.000000000992527"
"arnis,0.00000000613039"
"arnut,0.000000000205422"
"aroba,0.00000000138941"
"aroha,0.0000000105778"
"aroid,0.0000000122306"
"aroma,0.00000156541"
"arose,0.0000167534"
"arpas,0.000000000890945"
"arpen,0.00000000119734"
"arrah,0.00000000479375"
"arras,0.000000149697"
"array,0.000014589"
"arret,0.0000000350788"
"arris,0.0000000517604"
"arrow,0.00000759951"
"arroz,0.0000000317976"
"arsed,0.0000000303916"
"arses,0.0000000467474"
"arsey,0.0000000018062"
"arsis,0.0000000274732"
"arson,0.00000120455"
"artal,0.000000000622062"
"artel,0.0000000364371"
"arter,0.000000190349"
"artic,0.0000000625466"
"artis,0.0000000923114"
"artly,0.0000000245871"
"artsy,0.0000000606881"
"aruhe,0.00000000167089"
"arums,0.000000010453"
"arval,0.00000000300023"
"arvee,0.000000000147927"
"arvos,0.000000000250885"
"aryls,0.0000000075898"
"asada,0.0000000107991"
"asana,0.0000000559349"
"ascon,0.00000000174507"
"ascot,0.0000000210384"
"ascus,0.000000124269"
"asdic,0.0000000178175"
"ashed,0.000000104057"
"ashen,0.000000381612"
"ashes,0.00000610929"
"ashet,0.00000000171358"
"aside,0.000034624"
"asity,0.000000000730634"
"askar,0.00000000490102"
"asked,0.000165521"
"asker,0.0000000289242"
"askew,0.000000268498"
"askoi,0.00000000385248"
"askos,0.00000000875488"
"aspen,0.000000961919"
"asper,0.0000000819449"
"aspic,0.0000000791507"
"aspie,0.00000000370957"
"aspis,0.0000000153821"
"aspro,0.00000000626084"
"assai,0.0000000505464"
"assam,0.00000000379832"
"assay,0.00000626048"
"assed,0.000000245328"
"asses,0.00000110694"
"asset,0.000013441"
"assez,0.000000114192"
"assot,0.00000000192532"
"aster,0.000000812002"
"astir,0.000000191595"
"astun,0.000000000269635"
"asura,0.0000000316491"
"asway,0.00000000162247"
"aswim,0.00000000286633"
"asyla,0.00000000186863"
"ataps,0.00000000106017"
"ataxy,0.0000000443101"
"atigi,0.000000000779791"
"atilt,0.0000000062407"
"atimy,0.00000000038243"
"atlas,0.00000157766"
"atman,0.00000010883"
"atmas,0.000000000638464"
"atmos,0.000000143165"
"atocs,0.000000000150459"
"atoke,0.000000000901303"
"atoks,0.000000000126292"
"atoll,0.000000357047"
"atoms,0.0000159438"
"atomy,0.0000000131015"
"atone,0.000000728611"
"atony,0.000000136951"
"atopy,0.0000000868007"
"atria,0.000000335729"
"atrip,0.0000000124321"
"attap,0.0000000111772"
"attar,0.0000000681541"
"attas,0.00000000239649"
"atter,0.000000248659"
"attic,0.00000198938"
"atuas,0.00000000149707"
"aucht,0.0000000387704"
"audad,0.000000000327565"
"audax,0.0000000232259"
"audio,0.00000659047"
"audit,0.0000117189"
"augen,0.0000000879008"
"auger,0.000000639929"
"auges,0.00000000336221"
"aught,0.00000163433"
"augur,0.000000277508"
"aulas,0.00000000467671"
"aulic,0.0000000144148"
"auloi,0.00000000470537"
"aulos,0.0000000275321"
"aumil,0.00000000264181"
"aunes,0.00000000339073"
"aunts,0.00000106054"
"aunty,0.000000088683"
"aurae,0.00000000862063"
"aural,0.000000850718"
"aurar,0.00000000348976"
"auras,0.000000136634"
"aurei,0.0000000362407"
"aures,0.0000000297627"
"auric,0.0000000563027"
"auris,0.000000028884"
"aurum,0.0000000534807"
"autos,0.00000065109"
"auxin,0.000000519653"
"avail,0.00000739821"
"avale,0.00000000458591"
"avant,0.00000160084"
"avast,0.0000000263075"
"avels,0.00000000208372"
"avens,0.000000019715"
"avers,0.000000811264"
"avert,0.00000194526"
"avgas,0.0000000154345"
"avian,0.00000118544"
"avine,0.00000000310146"
"avion,0.0000000213376"
"avise,0.0000000127255"
"aviso,0.0000000132277"
"avize,0.00000000190903"
"avoid,0.0000529267"
"avows,0.00000015769"
"avyze,Missing[NotAvailable]"
"await,0.00000424418"
"awake,0.0000071159"
"award,0.000027513"
"aware,0.0000470741"
"awari,0.00000000179272"
"awarn,0.000000000190315"
"awash,0.000000393536"
"awato,0.000000000228823"
"awave,0.00000000300005"
"aways,0.0000000952018"
"awdls,Missing[NotAvailable]"
"aweel,0.00000000476942"
"aweto,0.000000000579393"
"awful,0.00000863522"
"awing,0.0000000369088"
"awkin,0.000000000250654"
"awmry,0.000000000559976"
"awned,0.000000153885"
"awner,0.00000000274619"
"awoke,0.0000027216"
"awols,0.000000000260285"
"awork,0.0000000123769"
"axels,0.00000000469046"
"axial,0.00000689363"
"axile,0.0000000448759"
"axils,0.000000416991"
"axing,0.0000000273846"
"axiom,0.00000160259"
"axion,0.0000000466"
"axite,0.00000000078327"
"axled,0.0000000151947"
"axles,0.00000141945"
"axman,0.00000000967396"
"axmen,0.0000000120754"
"axoid,0.00000000333277"
"axone,0.00000001973"
"axons,0.00000119801"
"ayahs,0.0000000123412"
"ayaya,0.000000000628316"
"ayelp,0.000000000131691"
"aygre,0.0000000002152"
"ayins,0.000000000420389"
"aymag,0.00000000283571"
"ayont,0.0000000109665"
"ayres,0.000000015614"
"ayrie,0.00000000339841"
"azans,0.000000000308296"
"azide,0.000000384705"
"azido,0.0000000643443"
"azine,0.0000000524867"
"azlon,0.00000000110722"
"azoic,0.0000000296472"
"azole,0.0000000515029"
"azons,0.000000000380243"
"azote,0.0000000994319"
"azoth,0.00000000125062"
"azuki,0.0000000130918"
"azure,0.00000100838"
"azurn,0.000000000769036"
"azury,0.000000000447427"
"azygy,Missing[NotAvailable]"
"azyme,0.00000000111217"
"azyms,0.000000000686003"
"baaed,0.0000000804581"
"baals,0.00000000472377"
"baaps,0.0000000000917945"
"babas,0.000000012519"
"babby,0.0000000267713"
"babel,0.0000000973062"
"babes,0.00000065407"
"babka,0.00000000534765"
"baboo,0.00000000722676"
"babul,0.0000000215449"
"babus,0.0000000129889"
"bacca,0.000000016888"
"bacco,0.0000000509743"
"baccy,0.0000000250745"
"bacha,0.00000000471858"
"bachs,0.000000000729307"
"backs,0.00000599925"
"backy,0.00000000273923"
"bacne,0.000000000393449"
"bacon,0.00000322868"
"badam,0.00000000373536"
"baddy,0.00000000450805"
"badge,0.0000024371"
"badly,0.0000138886"
"baels,0.000000000291775"
"baffs,0.000000000230609"
"baffy,0.00000000129005"
"bafta,0.0000000014351"
"bafts,0.00000000197208"
"bagel,0.000000161455"
"baggy,0.000000438191"
"baghs,0.00000000104349"
"bagie,0.000000000318011"
"bagsy,0.0000000007768"
"bagua,0.00000000765966"
"bahts,0.0000000150369"
"bahus,0.00000000196185"
"bahut,0.0000000080222"
"baiks,0.00000000045293"
"baile,0.0000000401947"
"bails,0.000000085377"
"bairn,0.000000171967"
"baisa,0.00000000226821"
"baith,0.000000115336"
"baits,0.000000509548"
"baiza,0.00000000111437"
"baize,0.000000154984"
"bajan,0.00000000284846"
"bajra,0.00000010968"
"bajri,0.0000000165899"
"bajus,0.000000000582921"
"baked,0.00000374963"
"baken,0.0000000130787"
"baker,0.00000148312"
"bakes,0.000000140059"
"bakra,0.00000000276411"
"balas,0.0000000156427"
"balds,0.0000000160905"
"baldy,0.0000000125543"
"baled,0.000000285986"
"baler,0.000000131877"
"bales,0.00000385704"
"balks,0.000000102701"
"balky,0.0000000541437"
"ballo,0.0000000282357"
"balls,0.00000774906"
"bally,0.000000047038"
"balms,0.0000000447251"
"balmy,0.000000539111"
"baloi,0.00000000103071"
"balon,0.00000000290607"
"baloo,0.00000000166859"
"balot,0.00000000151829"
"balsa,0.000000151952"
"balti,0.00000000361747"
"balun,0.0000000411011"
"balus,0.00000000550633"
"balut,0.00000000561913"
"bamas,0.00000000037157"
"bambi,0.0000000016157"
"bamma,0.000000000780156"
"bammy,0.00000000202514"
"banak,0.00000000208327"
"banal,0.000000597493"
"banco,0.0000000717458"
"bancs,0.0000000206409"
"banda,0.0000000457934"
"bandh,0.0000000239379"
"bands,0.0000181147"
"bandy,0.000000146159"
"baned,0.00000000460802"
"banes,0.0000000357924"
"bangs,0.000000382329"
"bania,0.0000000183986"
"banjo,0.0000004464"
"banks,0.0000555685"
"banky,0.00000000220343"
"banns,0.000000237508"
"bants,0.00000000384368"
"bantu,0.000000013607"
"banty,0.00000000670361"
"bantz,0.000000000356832"
"banya,0.0000000131225"
"baons,0.000000000186909"
"baozi,0.00000000269324"
"bappu,0.000000000157293"
"bapus,0.000000000233345"
"barbe,0.0000000225233"
"barbs,0.000000391972"
"barby,0.00000000107053"
"barca,0.0000000143527"
"barde,0.00000000403189"
"bardo,0.0000000253638"
"bards,0.000000574411"
"bardy,0.00000000574195"
"bared,0.000000707707"
"barer,0.0000000267654"
"bares,0.0000000840711"
"barfi,0.00000000286499"
"barfs,0.00000000158879"
"barfy,0.00000000108266"
"barge,0.00000345119"
"baric,0.0000000399427"
"barks,0.000000664083"
"barky,0.0000000128097"
"barms,0.0000000021238"
"barmy,0.0000000286617"
"barns,0.00000164951"
"barny,0.00000000324861"
"baron,0.00000164081"
"barps,0.000000000382694"
"barra,0.0000000200285"
"barre,0.000000112693"
"barro,0.0000000101872"
"barry,0.0000000292506"
"barye,0.00000000166469"
"basal,0.0000100005"
"basan,0.0000000027426"
"basas,0.00000000160186"
"based,0.000215513"
"basen,0.0000000041017"
"baser,0.000000359104"
"bases,0.0000162514"
"basha,0.0000000154937"
"basho,0.00000000986161"
"basic,0.0000830123"
"basij,0.00000000177343"
"basil,0.000000763967"
"basin,0.0000157181"
"basis,0.000151921"
"basks,0.0000000440302"
"bason,0.0000000997267"
"basse,0.0000000701887"
"bassi,0.0000000223311"
"basso,0.000000206249"
"bassy,0.000000020443"
"basta,0.0000000273337"
"baste,0.000000182053"
"basti,0.0000000236881"
"basto,0.00000000360964"
"basts,0.0000000357127"
"batch,0.00000560345"
"bated,0.000000201849"
"bates,0.0000000473068"
"bathe,0.00000133964"
"baths,0.00000399805"
"batik,0.000000144334"
"baton,0.000000620193"
"batos,0.00000000308241"
"batta,0.000000036029"
"batts,0.0000000464429"
"battu,0.00000000823437"
"batty,0.0000000457588"
"bauds,0.0000000573052"
"bauks,0.0000000179869"
"baulk,0.0000000850938"
"baurs,0.000000000163438"
"bavin,0.000000013786"
"bawds,0.0000000338202"
"bawdy,0.000000333454"
"bawks,0.000000000736597"
"bawls,0.0000000311842"
"bawns,0.00000000194291"
"bawrs,0.0000000000979387"
"bawty,0.000000000229679"
"bayas,0.00000000120626"
"bayed,0.0000000523637"
"bayer,0.0000000133814"
"bayes,0.0000000238476"
"bayle,0.00000000974393"
"bayou,0.000000364132"
"bayts,0.00000000312886"
"bazar,0.00000013855"
"bazas,0.0000000003254"
"bazoo,0.00000000227448"
